Q (1/A),Intensity in plane (a.u.),Intensity out of plane (a.u.)
1.9237502293288709,0.0,0.0
1.926250229626894,0.0,0.0
1.928750229924917,0.0,0.0
1.9312502302229404,0.0,0.0
1.9337502305209635,0.0,0.0
1.9362502308189868,0.0,0.0
1.9387502311170102,0.0,0.0
1.9412502314150335,0.0,0.0
1.9437502317130564,0.0,0.0
1.9462502320110797,0.0,0.0
1.948750232309103,0.0,0.0
1.9512502326071264,0.0,0.0
1.9537502329051495,0.0,0.0
1.9562502332031726,0.0,0.0
1.958750233501196,0.0,0.0
1.961250233799219,0.0,0.0
1.9637502340972424,0.0,0.0
1.9662502343952657,0.0,0.0
1.9687502346932888,0.0,0.0
1.971250234991312,0.0,0.0
1.9737502352893352,0.0,0.0
1.9762502355873584,0.0,0.0
1.9787502358853817,0.0,0.0
1.981250236183405,0.0,0.0
1.983750236481428,0.0,0.0
1.9862502367794512,0.0,0.0
1.9887502370774746,0.0,0.0
1.991250237375498,0.0,0.0
1.9937502376735212,0.0,0.0
1.996250237971544,0.0,0.0
1.9987502382695674,0.0,0.0
2.0012502385675908,0.0,0.0
2.003750238865614,0.0,0.0
2.006250239163637,0.0,0.0
2.0087502394616603,0.0,0.0
2.0112502397596836,0.0,0.0
2.013750240057707,0.0,0.0
2.01625024035573,0.0,0.0
2.018750240653753,0.0,0.0
2.0212502409517765,0.0,0.0
2.0237502412497994,0.0,0.0
2.0262502415478227,0.0,0.0
2.028750241845846,0.0,0.0
2.0312502421438694,0.0,0.0
2.0337502424418927,0.0,0.0
2.036250242739916,0.0,0.0
2.038750243037939,0.0,0.0
2.0412502433359623,0.0,0.0
2.0437502436339856,0.0,0.0
2.046250243932009,0.0,0.0
2.048750244230032,0.0,0.0
2.051250244528055,0.0,0.0
2.0537502448260785,0.0,0.0
2.056250245124102,0.0,0.0
2.0587502454221247,0.0,0.0
2.061250245720148,0.0,0.0
2.0637502460181714,0.0,0.0
2.0662502463161943,0.0,0.0
2.0687502466142176,0.0,0.0
2.071250246912241,0.0,0.0
2.0737502472102642,0.0,0.0
2.0762502475082876,0.0,0.0
2.0787502478063105,0.0,0.0
2.081250248104334,0.0,0.0
2.083750248402357,0.0,0.0
2.0862502487003804,0.0,0.0
2.088750248998404,0.0,0.0
2.0912502492964267,0.0,0.0
2.09375024959445,0.0,0.0
2.0962502498924733,0.0,0.0
2.0987502501904967,0.0,0.0
2.1012502504885195,0.0,0.0
2.103750250786543,0.0,0.0
2.1062502510845658,0.0,0.0
2.108750251382589,0.0,0.0
2.1112502516806124,0.0,0.0
2.1137502519786358,0.0,0.0
2.116250252276659,0.0,0.0
2.118750252574682,0.0,0.0
2.1212502528727053,0.0,0.0
2.1237502531707286,0.0,0.0
2.126250253468752,0.0,0.0
2.1287502537667753,0.0,0.0
2.1312502540647986,0.0,0.0
2.1337502543628215,0.0,0.0
2.136250254660845,0.0,0.0
2.138750254958868,0.0,0.0
2.1412502552568915,0.0,0.0
2.1437502555549144,0.0,0.0
2.1462502558529377,0.0,0.0
2.1487502561509606,0.0,0.0
2.151250256448984,0.0,0.0
2.1537502567470073,0.0,0.0
2.1562502570450306,0.0,0.0
2.158750257343054,0.0,0.0
2.161250257641077,0.0,0.0
2.1637502579391,0.0,0.0
2.1662502582371235,0.0,0.0
2.168750258535147,0.0,0.0
2.17125025883317,0.0,0.0
2.173750259131193,0.0,0.0
2.1762502594292163,0.0,0.0
2.1787502597272397,0.0,0.0
2.181250260025263,0.0,0.0
2.1837502603232863,0.0,0.0
2.1862502606213092,0.0,0.0
2.1887502609193326,0.0,0.0
2.1912502612173554,0.0,0.0
2.1937502615153788,0.0,0.0
2.196250261813402,0.0,0.0
2.1987502621114254,0.0,0.0
2.2012502624094483,0.0,0.0
2.2037502627074717,0.0,0.0
2.206250263005495,0.0,0.0
2.2087502633035183,0.0,0.0
2.2112502636015416,0.0,0.0
2.213750263899565,0.0,0.0
2.216250264197588,0.0,0.0
2.218750264495611,0.0,0.0
2.2212502647936345,0.0,0.0
2.223750265091658,0.0,0.0
2.226250265389681,0.0,0.0
2.228750265687704,0.0,0.0
2.2312502659857274,0.0,0.0
2.2337502662837503,0.0,0.0
2.2362502665817736,0.0,0.0
2.238750266879797,0.0,0.0
2.2412502671778203,0.0,0.0
2.243750267475843,0.0,0.0
2.2462502677738665,0.0,0.0
2.24875026807189,0.0,0.0
2.251250268369913,0.0,0.0
2.2537502686679365,0.0,0.0
2.2562502689659594,0.0,0.0
2.2587502692639827,0.0,0.0
2.261250269562006,0.0,0.0
2.2637502698600294,0.0,0.0
2.2662502701580527,0.0,0.0
2.2687502704560756,0.0,0.0
2.271250270754099,0.0,0.0
2.2737502710521222,0.0,0.0
2.276250271350145,0.0,0.0
2.2787502716481685,0.0,0.0
2.281250271946192,0.0,0.0
2.283750272244215,0.0,0.0
2.286250272542238,0.0,0.0
2.2887502728402613,0.0,0.0
2.2912502731382847,0.0,0.0
2.293750273436308,0.0,0.0
2.296250273734331,0.0,0.0
2.298750274032354,0.0,0.0
2.3012502743303775,0.0,0.0
2.303750274628401,0.0,0.0
2.306250274926424,0.0,0.0
2.3087502752244475,0.0,0.0
2.3112502755224704,0.0,0.0
2.3137502758204938,0.0,0.0
2.316250276118517,0.0,0.0
2.31875027641654,0.0,0.0
2.3212502767145633,0.0,0.0
2.3237502770125866,0.0,0.0
2.32625027731061,0.0,0.0
2.328750277608633,0.0,0.0
2.331250277906656,0.0,0.0
2.3337502782046795,0.0,0.0
2.336250278502703,0.0,0.0
2.3387502788007257,0.0,0.0
2.341250279098749,0.0,0.0
2.3437502793967724,0.0,0.0
2.3462502796947957,0.0,0.0
2.348750279992819,0.0,0.0
2.351250280290842,0.0,0.0
2.3537502805888653,0.0,0.0
2.3562502808868886,0.0,0.0
2.358750281184912,0.0,0.0
2.361250281482935,0.0,0.0
2.363750281780958,0.0,0.0
2.3662502820789815,0.0,0.0
2.368750282377005,0.0,0.0
2.3712502826750277,0.0,0.0
2.373750282973051,0.0,0.0
2.3762502832710743,0.0,0.0
2.3787502835690972,0.0,0.0
2.3812502838671206,0.0,0.0
2.383750284165144,0.0,0.0
2.3862502844631672,0.0,0.0
2.3887502847611906,0.0,0.0
2.3912502850592134,0.0,0.0
2.3937502853572368,0.0,0.0
2.39625028565526,0.0,0.0
2.3987502859532834,0.0,0.0
2.4012502862513068,0.0,0.0
2.4037502865493297,0.0,0.0
2.406250286847353,0.0,0.0
2.4087502871453763,0.0,0.0
2.4112502874433996,0.0,0.0
2.4137502877414225,0.0,0.0
2.416250288039446,0.0,0.0
2.4187502883374687,0.0,0.0
2.421250288635492,0.0,0.0
2.4237502889335154,0.0,0.0
2.4262502892315387,0.0,0.0
2.428750289529562,0.0,0.0
2.4312502898275854,0.0,0.0
2.4337502901256083,0.0,0.0
2.4362502904236316,0.0,0.0
2.438750290721655,0.0,0.0
2.4412502910196783,0.0,0.0
2.4437502913177016,0.0,0.0
2.4462502916157245,0.0,0.0
2.448750291913748,0.0,0.0
2.451250292211771,0.0,0.0
2.4537502925097945,0.0,0.0
2.4562502928078174,0.0,0.0
2.4587502931058407,0.0,0.0
2.4612502934038636,0.0,0.0
2.463750293701887,0.0,0.0
2.4662502939999102,0.0,0.0
2.4687502942979336,0.0,0.0
2.471250294595957,0.0,0.0
2.47375029489398,0.0,0.0
2.476250295192003,0.0,0.0
2.4787502954900265,0.0,0.0
2.48125029578805,0.0,0.0
2.483750296086073,0.0,0.0
2.4862502963840964,0.0,0.0
2.4887502966821193,0.0,0.0
2.4912502969801427,0.0,0.0
2.493750297278166,0.0,0.0
2.4962502975761893,0.0,0.0
2.498750297874212,0.0,0.0
